id,id_client,id_product,qtd,total,sale_date,name,actual_category,price,full_name,cidade,estado,custo_atual_usd
561,33,51,2,128318.0,2023-06-12,Motor Diesel Tohatsu Evo Zenith 16Hp,Propulsao,64158.99,Diego Costa Guedes Cunha,Rio Grande,RS,11769.05
562,16,99,4,407613.65,2023-06-26,Motor Elétrico Honda Flux Ultra 273Hp,Propulsao,107266.66,Renata Pacheco Cardoso,Fortaleza,CE,17732.37
563,44,150,9,14811.0,2024-02-14,Cabo De Nylon Danforth Magnum Vox,Ancoragem,1645.66,Rafael Paiva Vieira,Paranaguá,PR,288.9
564,13,139,11,15674.0,2024-09-02,Boia De Arqueamento Danforth Torque,Ancoragem,1424.88,Carlos Guimarães Martins,Santarém,PA,246.89
565,12,115,11,8679.2,2024-03-07,Cabo De Nylon Delta Force Magnum Leviathan,Ancoragem,830.59,Rafael Pereira Barros,Fortaleza Do Tabocão,TO,167.9
566,1,30,7,214448.25,2023-09-16,Transponder Ais Boost,Eletronicos,32247.87,Femininos Oliveira Antunes,Aratu,BA,6558.44
567,4,7,3,58556.0,2023-06-09,Radar Ais Zen,Eletronicos,19518.77,Thiago Moreira,Rio Branco,AC,3604.64
568,8,12,1,2589.7,2023-08-28,Gps Ais Drift Flux Vox,Eletronicos,2726.18,Luiz Alves Pimentel,Aracaju,SE,491.85
569,24,12,12,31078.3,2023-06-28,Gps Ais Drift Flux Vox,Eletronicos,2726.18,Carla Peixoto Azevedo Silva Araújo,Laguna,SC,491.85
570,8,132,10,14848.5,2024-12-30,Corrente Bruce Nautic Evo,Ancoragem,1562.97,Luiz Alves Pimentel,Aracaju,SE,282.75
571,9,43,11,386065.0,2023-08-06,Sonda Ais Barracuda,Eletronicos,35096.86,Lucas Guedes Cunha Lopes,João Pessoa,PB,6577.74
572,7,138,3,12549.0,2023-06-28,Boia De Arqueamento Delta Peak Boost Thrust,Ancoragem,4183.05,Bianca Barros Rocha Torres Siqueira,Cabedelo,PB,741.89
573,10,83,1,134804.0,2023-12-26,Motor Diesel Yanmar Dash Nitro 184Hp,Propulsao,134803.88,Débora Paiva,Santarém,PA,25272.57
574,8,3,12,102875.5,2023-03-28,Radar Furuno Pulse Leviathan,Eletronicos,9024.19,Luiz Alves Pimentel,Aracaju,SE,1753.77
575,19,136,14,27629.0,2023-10-15,Cabo De Nylon Bruce Flux Hydro,Ancoragem,1973.5,Renata Lima Gomes Coelho Mendonça,Maceió,AL,390.62
576,49,7,10,195188.0,2024-04-25,Radar Ais Zen,Eletronicos,19518.77,Diego Costa Tavares Antunes,Aracaju,SE,3604.64
577,30,13,11,80957.1,2024-04-08,Radar Simrad Boost,Eletronicos,7747.1,Victor Araújo Azevedo Tavares Correia,Itacoatiara,AM,1356.5
578,27,125,3,10206.0,2024-11-20,Cabo De Nylon Danforth Kinetic,Ancoragem,3402.07,Flávia Nunes Martins Ribeiro Coelho,Salvador,BA,646.27
579,42,53,14,713877.5,2023-08-07,Motor Elétrico Torqeedo Zen Titan Hydra 129Hp,Propulsao,53675.01,Márcia Figueiredo,Vila Do Conde,PA,10044.16
580,22,146,14,6596.8,2024-06-20,Corrente Delta Vox Ion,Ancoragem,495.98,Daniela Borges Vieira Farias Mendonça,Aracaju,SE,82.88
581,12,7,10,195188.0,2023-06-14,Radar Ais Zen,Eletronicos,19518.77,Rafael Pereira Barros,Fortaleza Do Tabocão,TO,3604.64
582,46,9,5,198528.0,2024-11-24,Transponder Ais Titan Pulse,Eletronicos,39705.5,Ana Silva Costa Farias Coelho,Macapá,AP,7258.64
583,17,58,2,217649.0,2023-10-31,Motor De Popa Tohatsu Ion Core Nautic 53Hp,Propulsao,108824.59,Luís Paiva Costa Cardoso Coelho,Corumbá,MS,20347.13
584,6,49,2,25201.6,2023-06-03,Sonda Furuno Swift,Eletronicos,13264.25,Antônia Coelho Pinheiro Peixoto Cavalcanti,Fortaleza Do Tabocão,TO,2352.61
585,30,6,14,157208.85,2024-02-14,Transponder Ais Vector,Eletronicos,11820.21,Victor Araújo Azevedo Tavares Correia,Itacoatiara,AM,2086.5
586,36,130,14,58017.0,2023-02-07,Boia De Arqueamento Delta Zen Boost Vortex,Ancoragem,4144.09,Francisca Ribeiro Pinheiro,Belém,PA,752.23
587,28,113,7,30765.0,2024-09-08,Âncora Delta Mako Ultra,Ancoragem,4394.96,Bianca Rodrigues,Antonina,PR,750.6
589,42,93,14,1406678.0,2024-08-17,Motor Elétrico Yamaha Flow 204Hp,Propulsao,100477.01,Márcia Figueiredo,Vila Do Conde,PA,18414.19
590,12,82,1,49052.3,2024-08-22,Motor Elétrico Volvo Nautic Vox 118Hp,Propulsao,51634.04,Rafael Pereira Barros,Fortaleza Do Tabocão,TO,9640.23
591,33,54,9,1039122.35,2023-11-13,Motor De Popa Yamaha Evo Dash 155Hp,Propulsao,121534.82,Diego Costa Guedes Cunha,Rio Grande,RS,23191.9
592,21,133,4,7192.45,2024-06-02,Âncora Bruce Core Pulse,Ancoragem,1892.72,Sandra Rocha Oliveira Soares Peixoto,Rio Branco,AC,381.67
593,11,124,15,56549.0,2023-10-07,Corrente Delta Axis,Ancoragem,3769.93,Victor Torres Monteiro,Porto Seguro,BA,635.07
594,15,12,15,38848.35,2024-04-22,Gps Ais Drift Flux Vox,Eletronicos,2726.18,Carla Lopes Alves Pacheco Rocha,Fortaleza Do Tabocão,TO,491.85
595,21,49,5,63004.95,2024-08-08,Sonda Furuno Swift,Eletronicos,13264.25,Sandra Rocha Oliveira Soares Peixoto,Rio Branco,AC,2352.61
596,23,30,14,451470.0,2023-04-23,Transponder Ais Boost,Eletronicos,32247.87,Bruna Mendonça Rodrigues,Santos,SP,6558.44
597,8,84,9,390815.0,2023-05-07,Motor De Popa Torqeedo Zenith Peak Thrust 212Hp,Propulsao,43423.88,Luiz Alves Pimentel,Aracaju,SE,8456.45
598,13,39,14,414860.0,2024-11-01,Gps Furuno Vector,Eletronicos,29632.83,Carlos Guimarães Martins,Santarém,PA,5270.87
599,10,122,9,11902.0,2023-03-16,Corrente Danforth Zenith Oceanic Torque,Ancoragem,1322.47,Débora Paiva,Santarém,PA,222.63
600,36,73,13,1768025.05,2024-06-01,Motor De Popa Torqeedo Core Hydra Flux 162Hp,Propulsao,143159.93,Francisca Ribeiro Pinheiro,Belém,PA,25987.97
601,11,56,11,449232.2,2023-12-23,Motor Elétrico Torqeedo Velocity Swift 74Hp,Propulsao,42988.77,Victor Torres Monteiro,Porto Seguro,BA,7374.35
602,35,39,8,225209.85,2024-05-24,Gps Furuno Vector,Eletronicos,29632.83,Priscila Martins,João Pessoa,PB,5270.87
603,19,97,10,1353351.0,2024-12-23,Motor De Popa Tohatsu Evo 168Hp,Propulsao,135335.07,Renata Lima Gomes Coelho Mendonça,Maceió,AL,25607.88
604,6,72,10,946813.7,2024-02-29,Motor De Popa Volvo Hydro Dash 256Hp,Propulsao,99664.64,Antônia Coelho Pinheiro Peixoto Cavalcanti,Fortaleza Do Tabocão,TO,17083.12
605,41,9,4,150880.9,2023-04-02,Transponder Ais Titan Pulse,Eletronicos,39705.5,Pedro Ribeiro Costa Santos Correia,Aratu,BA,7258.64
606,24,61,11,308205.0,2023-05-26,Motor Diesel Honda Prime 84Hp,Propulsao,28018.63,Carla Peixoto Azevedo Silva Araújo,Laguna,SC,5102.18
607,19,32,1,12502.0,2024-01-31,Sonda Ais Impulse Oceanic Zenith,Eletronicos,12502.46,Renata Lima Gomes Coelho Mendonça,Maceió,AL,2310.61
608,23,76,4,592793.0,2023-11-29,Motor Diesel Honda Aero 205Hp,Propulsao,148198.23,Bruna Mendonça Rodrigues,Santos,SP,28060.41
609,16,70,10,343554.0,2023-08-22,Motor Diesel Parsun Boost Helix Velocity 146Hp,Propulsao,34355.43,Renata Pacheco Cardoso,Fortaleza,CE,6164.29
610,8,90,11,870071.0,2024-03-09,Motor De Popa Yamaha Thrust Marlin Nexus 182Hp,Propulsao,79097.33,Luiz Alves Pimentel,Aracaju,SE,14467.08
611,45,13,9,66237.8,2023-04-18,Radar Simrad Boost,Eletronicos,7747.1,Amanda Santos Figueiredo Rodrigues Siqueira,Santarém,PA,1356.5
612,32,11,10,344203.05,2024-01-14,Gps Furuno Swift Leviathan Poseidon,Eletronicos,36231.91,Daniela Teixeira Antunes Coelho Batista,Porto Seguro,BA,6399.81
613,14,21,14,122284.0,2024-07-22,Gps Ais Nautic Thrust,Eletronicos,8734.56,Gabriela Silva Vieira Amaral,Itacoatiara,AM,1653.83
614,45,83,1,134804.0,2024-03-28,Motor Diesel Yanmar Dash Nitro 184Hp,Propulsao,134803.88,Amanda Santos Figueiredo Rodrigues Siqueira,Santarém,PA,25272.57
615,29,37,5,28822.05,2024-06-30,Gps Lowrance Evo Storm Drift,Eletronicos,6067.71,Gabriela Moraes Macedo Nunes,Fortaleza,CE,1104.2
616,31,52,1,13018.8,2024-08-27,Motor Diesel Honda Zen Tidal Mako 26Hp,Propulsao,13704.1,Jéssica Figueiredo Leite Martins,São Luís,MA,2588.32
617,23,73,5,680010.0,2023-07-31,Motor De Popa Torqeedo Core Hydra Flux 162Hp,Propulsao,143159.93,Bruna Mendonça Rodrigues,Santos,SP,25987.97
618,43,131,8,7323.55,2023-06-12,Boia De Arqueamento Danforth Core Vortex,Ancoragem,963.59,Jéssica Farias Cunha,Itaqui,MA,175.62
619,26,30,3,96744.0,2023-09-13,Transponder Ais Boost,Eletronicos,32247.87,Luiz Borges Gomes Araújo,Manaus,AM,6558.44
620,40,12,2,5179.4,2023-09-23,Gps Ais Drift Flux Vox,Eletronicos,2726.18,Lucas Pacheco,Corumbá,MS,491.85
621,18,107,8,11501.65,2024-09-22,Boia De Arqueamento Bruce Tidal Marlin,Ancoragem,1513.38,Adriana Guedes Borges Alves Rocha,Santarém,PA,311.59
622,33,84,14,607934.0,2024-04-24,Motor De Popa Torqeedo Zenith Peak Thrust 212Hp,Propulsao,43423.88,Diego Costa Guedes Cunha,Rio Grande,RS,8456.45
623,30,77,14,594571.75,2023-10-19,Motor Diesel Tohatsu Vector 197Hp,Propulsao,44704.67,Victor Araújo Azevedo Tavares Correia,Itacoatiara,AM,8050.4
624,1,108,5,16728.0,2023-11-03,Boia De Arqueamento Bruce Titan,Ancoragem,3345.56,Femininos Oliveira Antunes,Aratu,BA,688.83
625,21,55,5,522439.2,2023-05-25,Motor Diesel Volvo Flow Oceanic 259Hp,Propulsao,109987.2,Sandra Rocha Oliveira Soares Peixoto,Rio Branco,AC,22138.68
626,47,9,12,476466.0,2023-08-31,Transponder Ais Titan Pulse,Eletronicos,39705.5,Gabriela Barros Lacerda,Niterói,RJ,7258.64
627,47,120,3,8904.35,2024-04-15,Boia De Arqueamento Danforth Flux Tidal,Ancoragem,3124.49,Gabriela Barros Lacerda,Niterói,RJ,635.45
628,20,72,3,284044.3,2024-12-28,Motor De Popa Volvo Hydro Dash 256Hp,Propulsao,99664.64,Bruno Silva,Santarém Novo,PA,17083.12
629,23,116,8,20604.0,2024-04-09,Cabo De Nylon Delta Velocity Oceanic Abyss,Ancoragem,2575.52,Bruna Mendonça Rodrigues,Santos,SP,502.24
630,18,67,13,1059495.1,2024-09-04,Motor De Popa Yamaha Mako 108Hp,Propulsao,85789.05,Adriana Guedes Borges Alves Rocha,Santarém,PA,16720.73
631,43,15,2,55800.0,2023-01-04,Radar Garmin Tidal Thrust,Eletronicos,27899.76,Jéssica Farias Cunha,Itaqui,MA,4707.55
632,41,61,15,420279.0,2023-12-19,Motor Diesel Honda Prime 84Hp,Propulsao,28018.63,Pedro Ribeiro Costa Santos Correia,Aratu,BA,5102.18
633,21,117,5,19489.25,2023-03-23,Corrente Danforth Zen Abyss Axis,Ancoragem,4103.01,Sandra Rocha Oliveira Soares Peixoto,Rio Branco,AC,756.01
634,33,88,9,413276.6,2023-12-09,Motor Diesel Tohatsu Kinetic Poseidon 113Hp,Propulsao,48336.49,Diego Costa Guedes Cunha,Rio Grande,RS,9896.1
635,31,63,13,1728477.5,2024-11-23,Motor Elétrico Torqeedo Ion Orca Vox 186Hp,Propulsao,139957.67,Jéssica Figueiredo Leite Martins,São Luís,MA,24849.56
636,30,137,8,27084.0,2024-06-30,Âncora Danforth Impulse,Ancoragem,3385.47,Victor Araújo Azevedo Tavares Correia,Itacoatiara,AM,632.89
637,38,89,7,523208.7,2023-01-20,Motor Elétrico Yamaha Orca Storm Zenith 11Hp,Propulsao,78678.05,Mateus Antunes,Fortaleza Do Tabocão,TO,14122.53
638,9,62,1,97110.9,2023-12-10,Motor Diesel Yanmar Velocity 37Hp,Propulsao,102221.97,Lucas Guedes Cunha Lopes,João Pessoa,PB,20000.78
639,14,9,4,158822.0,2023-10-25,Transponder Ais Titan Pulse,Eletronicos,39705.5,Gabriela Silva Vieira Amaral,Itacoatiara,AM,7258.64
640,14,61,6,159706.4,2023-10-01,Motor Diesel Honda Prime 84Hp,Propulsao,28018.63,Gabriela Silva Vieira Amaral,Itacoatiara,AM,5102.18
641,37,134,6,26890.7,2024-08-08,Âncora Delta Storm Vox,Ancoragem,4717.61,Jéssica Pimentel Borges Nunes Teixeira,Itaqui,MA,948.15
642,33,84,5,206263.05,2024-08-28,Motor De Popa Torqeedo Zenith Peak Thrust 212Hp,Propulsao,43423.88,Diego Costa Guedes Cunha,Rio Grande,RS,8456.45
643,30,37,15,91016.0,2024-01-15,Gps Lowrance Evo Storm Drift,Eletronicos,6067.71,Victor Araújo Azevedo Tavares Correia,Itacoatiara,AM,1104.2
644,5,40,8,107798.4,2023-11-19,Sonda Furuno Maré Tidal,Eletronicos,14184.04,Pedro Freitas,Santarém Novo,PA,2867.26
645,22,97,9,1218016.0,2024-08-04,Motor De Popa Tohatsu Evo 168Hp,Propulsao,135335.07,Daniela Borges Vieira Farias Mendonça,Aracaju,SE,25607.88
646,44,15,2,55800.0,2024-08-25,Radar Garmin Tidal Thrust,Eletronicos,27899.76,Rafael Paiva Vieira,Paranaguá,PR,4707.55
647,18,128,9,39763.2,2023-03-19,Boia De Arqueamento Bruce Marlin Hydra,Ancoragem,4650.72,Adriana Guedes Borges Alves Rocha,Santarém,PA,850.07
648,24,106,10,43849.0,2024-08-19,Âncora Danforth Nitro Titan Vox,Ancoragem,4384.87,Carla Peixoto Azevedo Silva Araújo,Laguna,SC,820.98
649,25,31,11,86558.3,2024-11-30,Transponder Furuno Pulse Axis,Eletronicos,8283.11,Femininos Antunes Lopes Ribeiro Amaral,São Mateus,ES,1482.54
650,21,22,13,487242.65,2023-03-27,Transponder Furuno Force Ion,Eletronicos,39452.86,Sandra Rocha Oliveira Soares Peixoto,Rio Branco,AC,7104.66
651,6,34,12,59010.0,2023-07-02,Transponder Ais Helix Torque,Eletronicos,4917.53,Antônia Coelho Pinheiro Peixoto Cavalcanti,Fortaleza Do Tabocão,TO,951.66
652,22,80,12,1550686.0,2024-05-28,Motor De Popa Volvo Maré 69Hp,Propulsao,129223.84,Daniela Borges Vieira Farias Mendonça,Aracaju,SE,24126.48
653,44,109,13,8095.0,2023-05-21,Cabo De Nylon Danforth Evo Aqua Mako,Ancoragem,622.7,Rafael Paiva Vieira,Paranaguá,PR,109.49
654,5,42,5,28465.8,2024-01-14,Transponder Lowrance Axis,Eletronicos,5992.84,Pedro Freitas,Santarém Novo,PA,1263.57
655,1,66,14,176003.0,2024-01-04,Motor De Popa Tohatsu Poseidon Helix Prime 135Hp,Propulsao,12571.63,Femininos Oliveira Antunes,Aratu,BA,2194.88
656,1,135,7,11512.0,2024-10-28,Cabo De Nylon Danforth Titan Poseidon,Ancoragem,1644.51,Femininos Oliveira Antunes,Aratu,BA,304.04
657,19,121,13,45624.7,2024-09-12,Âncora Danforth Oceanic Helix Flux,Ancoragem,3694.27,Renata Lima Gomes Coelho Mendonça,Maceió,AL,640.2
658,19,101,5,2201.15,2024-07-26,Cabo De Nylon Delta Vortex,Ancoragem,463.4,Renata Lima Gomes Coelho Mendonça,Maceió,AL,82.84
659,36,24,11,255554.0,2024-01-19,Gps Ais Orca Marlin Velocity,Eletronicos,23232.18,Francisca Ribeiro Pinheiro,Belém,PA,4378.72
660,2,91,12,1618632.0,2023-10-29,Motor Elétrico Tohatsu Zenith Oceanic 113Hp,Propulsao,134886.02,Fernanda Azevedo Soares Nunes Vieira,Recife,PE,27671.77
661,8,134,1,4482.1,2023-09-25,Âncora Delta Storm Vox,Ancoragem,4717.61,Luiz Alves Pimentel,Aracaju,SE,948.15
662,6,38,12,301657.3,2024-05-06,Rádio Ais Force,Eletronicos,26461.14,Antônia Coelho Pinheiro Peixoto Cavalcanti,Fortaleza Do Tabocão,TO,4851.61
663,39,147,9,25907.45,2023-01-02,Corrente Danforth Force Leviathan Impulse,Ancoragem,3030.08,Renata Oliveira Siqueira,Suape,PE,592.19
664,7,33,7,44659.5,2024-11-15,Transponder Garmin Drift Vortex Marlin,Eletronicos,6715.77,Bianca Barros Rocha Torres Siqueira,Cabedelo,PB,1325.97
665,43,114,13,10391.0,2023-04-25,Boia De Arqueamento Danforth Tidal Zen Swift,Ancoragem,799.29,Jéssica Farias Cunha,Itaqui,MA,152.46
666,14,15,5,132524.05,2023-01-01,Radar Garmin Tidal Thrust,Eletronicos,27899.76,Gabriela Silva Vieira Amaral,Itacoatiara,AM,4707.55
667,16,124,1,3581.5,2024-04-26,Corrente Delta Axis,Ancoragem,3769.93,Renata Pacheco Cardoso,Fortaleza,CE,635.07
668,22,64,2,223011.0,2024-01-25,Motor Elétrico Yamaha Swift Drift Current 265Hp,Propulsao,111505.55,Daniela Borges Vieira Farias Mendonça,Aracaju,SE,19307.99
669,25,110,4,9982.0,2023-02-25,Corrente Bruce Current,Ancoragem,2495.51,Femininos Antunes Lopes Ribeiro Amaral,São Mateus,ES,443.85
670,7,124,13,46558.55,2023-05-31,Corrente Delta Axis,Ancoragem,3769.93,Bianca Barros Rocha Torres Siqueira,Cabedelo,PB,635.07
671,2,66,5,59715.1,2024-07-30,Motor De Popa Tohatsu Poseidon Helix Prime 135Hp,Propulsao,12571.63,Fernanda Azevedo Soares Nunes Vieira,Recife,PE,2194.88
672,9,124,4,14326.0,2023-06-16,Corrente Delta Axis,Ancoragem,3769.93,Lucas Guedes Cunha Lopes,João Pessoa,PB,635.07
673,4,95,13,862129.75,2023-11-26,Motor Diesel Honda Leviathan 133Hp,Propulsao,69808.04,Thiago Moreira,Rio Branco,AC,12594.59
674,14,108,15,47673.85,2024-05-30,Boia De Arqueamento Bruce Titan,Ancoragem,3345.56,Gabriela Silva Vieira Amaral,Itacoatiara,AM,688.83
675,2,148,14,63648.1,2023-02-17,Âncora Delta Force Barracuda Mako,Ancoragem,4785.56,Fernanda Azevedo Soares Nunes Vieira,Recife,PE,860.42
676,11,4,5,16909.0,2023-03-15,Rádio Ais Hydro Tidal Zen,Eletronicos,3381.88,Victor Torres Monteiro,Porto Seguro,BA,583.85
677,18,7,8,156150.0,2023-01-21,Radar Ais Zen,Eletronicos,19518.77,Adriana Guedes Borges Alves Rocha,Santarém,PA,3604.64
678,3,107,10,14377.3,2024-09-20,Boia De Arqueamento Bruce Tidal Marlin,Ancoragem,1513.38,Daniel Farias Ribeiro Teixeira,Rio Grande,RS,311.59
679,43,133,2,3785.0,2024-06-08,Âncora Bruce Core Pulse,Ancoragem,1892.72,Jéssica Farias Cunha,Itaqui,MA,381.67
680,6,21,12,104815.0,2023-12-08,Gps Ais Nautic Thrust,Eletronicos,8734.56,Antônia Coelho Pinheiro Peixoto Cavalcanti,Fortaleza Do Tabocão,TO,1653.83
681,32,76,3,422365.25,2024-10-06,Motor Diesel Honda Aero 205Hp,Propulsao,148198.23,Daniela Teixeira Antunes Coelho Batista,Porto Seguro,BA,28060.41
682,20,18,2,53145.0,2024-09-10,Rádio Simrad Axis,Eletronicos,26572.45,Bruno Silva,Santarém Novo,PA,5018.78
683,18,130,14,58017.0,2023-07-27,Boia De Arqueamento Delta Zen Boost Vortex,Ancoragem,4144.09,Adriana Guedes Borges Alves Rocha,Santarém,PA,752.23
684,1,63,12,1679492.0,2024-08-08,Motor Elétrico Torqeedo Ion Orca Vox 186Hp,Propulsao,139957.67,Femininos Oliveira Antunes,Aratu,BA,24849.56
685,9,98,3,238083.0,2024-12-01,Motor Diesel Parsun Velocity Abyss Orca 235Hp,Propulsao,79361.13,Lucas Guedes Cunha Lopes,João Pessoa,PB,12866.8
686,43,9,13,490363.4,2023-05-27,Transponder Ais Titan Pulse,Eletronicos,39705.5,Jéssica Farias Cunha,Itaqui,MA,7258.64
687,18,149,1,1164.0,2024-06-20,Cabo De Nylon Bruce Core,Ancoragem,1163.62,Adriana Guedes Borges Alves Rocha,Santarém,PA,225.94
688,43,55,8,835903.1,2024-01-04,Motor Diesel Volvo Flow Oceanic 259Hp,Propulsao,109987.2,Jéssica Farias Cunha,Itaqui,MA,22138.68
689,43,125,7,22623.3,2024-03-15,Cabo De Nylon Danforth Kinetic,Ancoragem,3402.07,Jéssica Farias Cunha,Itaqui,MA,646.27
690,43,71,6,781044.0,2024-07-23,Motor Elétrico Torqeedo Pulse 300Hp,Propulsao,130174.06,Jéssica Farias Cunha,Itaqui,MA,23100.17
691,14,2,15,199473.4,2024-12-17,Transponder Furuno Marlin,Eletronicos,13998.15,Gabriela Silva Vieira Amaral,Itacoatiara,AM,2602.27
692,33,18,3,79717.0,2023-06-21,Rádio Simrad Axis,Eletronicos,26572.45,Diego Costa Guedes Cunha,Rio Grande,RS,5018.78
693,18,87,8,534879.0,2024-09-09,Motor Elétrico Volvo Boost 225Hp,Propulsao,66859.9,Adriana Guedes Borges Alves Rocha,Santarém,PA,13597.7
694,27,17,5,70194.0,2023-05-07,Rádio Ais Oceanic Pulse,Eletronicos,14038.78,Flávia Nunes Martins Ribeiro Coelho,Salvador,BA,2833.14
695,17,71,5,650870.0,2023-06-12,Motor Elétrico Torqeedo Pulse 300Hp,Propulsao,130174.06,Luís Paiva Costa Cardoso Coelho,Corumbá,MS,23100.17
696,36,90,14,1107363.0,2024-11-16,Motor De Popa Yamaha Thrust Marlin Nexus 182Hp,Propulsao,79097.33,Francisca Ribeiro Pinheiro,Belém,PA,14467.08
697,27,106,4,16662.05,2024-04-20,Âncora Danforth Nitro Titan Vox,Ancoragem,4384.87,Flávia Nunes Martins Ribeiro Coelho,Salvador,BA,820.98
698,3,124,10,37699.0,2023-03-22,Corrente Delta Axis,Ancoragem,3769.93,Daniel Farias Ribeiro Teixeira,Rio Grande,RS,635.07
699,2,128,8,35345.7,2023-01-24,Boia De Arqueamento Bruce Marlin Hydra,Ancoragem,4650.72,Fernanda Azevedo Soares Nunes Vieira,Recife,PE,850.07
700,6,77,2,84938.55,2023-10-15,Motor Diesel Tohatsu Vector 197Hp,Propulsao,44704.67,Antônia Coelho Pinheiro Peixoto Cavalcanti,Fortaleza Do Tabocão,TO,8050.4
701,47,120,2,5936.55,2023-04-29,Boia De Arqueamento Danforth Flux Tidal,Ancoragem,3124.49,Gabriela Barros Lacerda,Niterói,RJ,635.45
702,20,16,8,240048.0,2024-06-02,Sonda Garmin Axis,Eletronicos,30005.99,Bruno Silva,Santarém Novo,PA,5564.7
703,23,41,3,31800.0,2024-05-08,Gps Simrad Flow Pulse,Eletronicos,10600.0,Bruna Mendonça Rodrigues,Santos,SP,1784.72
704,16,16,7,199539.9,2024-04-27,Sonda Garmin Axis,Eletronicos,30005.99,Renata Pacheco Cardoso,Fortaleza,CE,5564.7
705,16,71,5,618326.5,2023-06-04,Motor Elétrico Torqeedo Pulse 300Hp,Propulsao,130174.06,Renata Pacheco Cardoso,Fortaleza,CE,23100.17
706,21,98,5,396806.0,2023-02-08,Motor Diesel Parsun Velocity Abyss Orca 235Hp,Propulsao,79361.13,Sandra Rocha Oliveira Soares Peixoto,Rio Branco,AC,12866.8
707,36,62,11,1068219.9,2024-10-21,Motor Diesel Yanmar Velocity 37Hp,Propulsao,102221.97,Francisca Ribeiro Pinheiro,Belém,PA,20000.78
708,48,77,2,84938.55,2023-05-23,Motor Diesel Tohatsu Vector 197Hp,Propulsao,44704.67,Letícia Torres Peixoto Oliveira,Suape,PE,8050.4
709,24,94,8,309706.65,2023-02-21,Motor De Popa Volvo Magnum 276Hp,Propulsao,40750.84,Carla Peixoto Azevedo Silva Araújo,Laguna,SC,7381.46
710,2,150,6,9874.0,2023-08-28,Cabo De Nylon Danforth Magnum Vox,Ancoragem,1645.66,Fernanda Azevedo Soares Nunes Vieira,Recife,PE,288.9
711,16,81,8,977188.0,2024-03-27,Motor Elétrico Torqeedo Barracuda Magnum Helix 101Hp,Propulsao,122148.49,Renata Pacheco Cardoso,Fortaleza,CE,21775.68
712,29,44,6,61598.95,2024-09-27,Gps Simrad Zen Hydra Peak,Eletronicos,10806.84,Gabriela Moraes Macedo Nunes,Fortaleza,CE,1995.06
713,23,117,9,36927.0,2023-01-18,Corrente Danforth Zen Abyss Axis,Ancoragem,4103.01,Bruna Mendonça Rodrigues,Santos,SP,756.01
714,24,29,11,401614.0,2023-01-16,Rádio Simrad Orca,Eletronicos,36510.34,Carla Peixoto Azevedo Silva Araújo,Laguna,SC,6703.2
715,30,40,5,70920.0,2024-08-19,Sonda Furuno Maré Tidal,Eletronicos,14184.04,Victor Araújo Azevedo Tavares Correia,Itacoatiara,AM,2867.26
716,12,15,12,334797.0,2024-04-10,Radar Garmin Tidal Thrust,Eletronicos,27899.76,Rafael Pereira Barros,Fortaleza Do Tabocão,TO,4707.55
717,8,145,5,20661.55,2024-03-11,Boia De Arqueamento Delta Nexus,Ancoragem,4349.86,Luiz Alves Pimentel,Aracaju,SE,718.09
718,36,106,5,20827.8,2023-11-13,Âncora Danforth Nitro Titan Vox,Ancoragem,4384.87,Francisca Ribeiro Pinheiro,Belém,PA,820.98
719,32,89,7,523208.7,2024-05-31,Motor Elétrico Yamaha Orca Storm Zenith 11Hp,Propulsao,78678.05,Daniela Teixeira Antunes Coelho Batista,Porto Seguro,BA,14122.53
720,45,133,8,14384.9,2023-08-31,Âncora Bruce Core Pulse,Ancoragem,1892.72,Amanda Santos Figueiredo Rodrigues Siqueira,Santarém,PA,381.67
721,43,46,15,71019.15,2024-12-03,Sonda Ais Magnum Boost,Eletronicos,4983.77,Jéssica Farias Cunha,Itaqui,MA,913.36
722,24,10,6,182588.1,2023-07-08,Piloto Automático Simrad Titan Flux Magnum,Eletronicos,32033.04,Carla Peixoto Azevedo Silva Araújo,Laguna,SC,6021.02
723,13,65,7,178904.0,2023-07-31,Motor De Popa Torqeedo Nautic Swift 223Hp,Propulsao,25557.7,Carlos Guimarães Martins,Santarém,PA,4184.78
724,46,9,14,555877.0,2023-11-12,Transponder Ais Titan Pulse,Eletronicos,39705.5,Ana Silva Costa Farias Coelho,Macapá,AP,7258.64
725,33,130,1,4144.0,2023-03-06,Boia De Arqueamento Delta Zen Boost Vortex,Ancoragem,4144.09,Diego Costa Guedes Cunha,Rio Grande,RS,752.23
726,22,39,12,337814.3,2023-10-31,Gps Furuno Vector,Eletronicos,29632.83,Daniela Borges Vieira Farias Mendonça,Aracaju,SE,5270.87
727,43,19,3,46832.15,2023-01-05,Sonda Lowrance Tidal Storm Vox,Eletronicos,16432.35,Jéssica Farias Cunha,Itaqui,MA,2847.65
728,32,115,14,11628.0,2023-03-02,Cabo De Nylon Delta Force Magnum Leviathan,Ancoragem,830.59,Daniela Teixeira Antunes Coelho Batista,Porto Seguro,BA,167.9
729,43,18,2,53145.0,2024-05-05,Rádio Simrad Axis,Eletronicos,26572.45,Jéssica Farias Cunha,Itaqui,MA,5018.78
730,43,148,15,71783.0,2024-06-10,Âncora Delta Force Barracuda Mako,Ancoragem,4785.56,Jéssica Farias Cunha,Itaqui,MA,860.42
